Item	Page_Lines	Para	Text	Keywords
3763	548.3 - 548.6	[TITLE II Subtitle C SEC. 22001.] (h)(2)	LIMITATION. The Secretary shall not enter into any loan agreement pursuant this subsection that could result in disbursements after September 30, 2031.	limitation, secretary, loan, agreement, pursuant, subsection, disbursements, september
3764	548.7 - 548.9	[TITLE II Subtitle C SEC. 22001.] (h)(3)	EXCEPTION. The Secretary shall establish criteria for waiving the 50 percent limitation described in paragraph (1).’’.	exception, secretary, establish, criteria, waiving, limitation, described
3765	548.10 - 548.10	TITLE II Subtitle C SEC. 22002.	RURAL ENERGY FOR AMERICA PROGRAM.	rural, energy, america, program
3766	548.11 - 548.18	SEC. 22002.(a)	APPROPRIATION. In addition to amounts otherwise available, there is appropriated to the Secretary, out of any money in the Treasury not otherwise appropriated, for eligible projects under section 9007 of the Farm Security and Rural Investment Act of 2002 (7 U.S.C. 8107), and notwithstanding section 9007(c)(3)(A) of that Act, the amount of a grant shall not exceed 50 percent of the cost of the activity carried out using the grant funds	appropriation, addition, amounts, otherwise, available, appropriated, secretary, money, treasury, eligible, projects, farm, security, rural, investment, act, u.s.c, notwithstanding, amount, grant, exceed, cost, activity, carried, funds
3767	548.19 - 548.20	SEC. 22002.(a)(1)	$820,250,000 for fiscal year 2022, to remain available until September 30, 2031; and	820,250,000, fiscal, remain, available, september
3768	548.21 - 548.23	SEC. 22002.(a)(2)	$180,276,500 for each of fiscal years 2023 through 2027, to remain available until September 30, 2031.	180,276,500, fiscal, years, remain, available, september
3769	548.24 - 549.15	SEC. 22002.(b)	UNDERUTILIZED RENEWABLE ENERGY TECHNOLOGIES. In addition to amounts otherwise available, there is appropriated to the Secretary, out of any money in the Treasury not otherwise appropriated, to provide grants and loans guaranteed by the Secretary (including the costs of such loans) under the program described in subsection (a) relating to underutilized renewable energy technologies, and to provide technical assistance for applying to the program described in subsection (a), including for underutilized renewable energy technologies, notwithstanding section 9007(c)(3)(A) of the Farm Security and Rural Investment Act of 2002 (7 U.S.C. 8107(c)(3)(A)), the amount of a grant shall not exceed 50 percent of the cost of the activity carried out using the grant funds, and to the extent the following amounts remain available at the end of each fiscal year, the Secretary shall use such amounts in accordance with subsection (a)	underutilized, renewable, energy, technologies, addition, amounts, otherwise, available, appropriated, secretary, money, treasury, grants, loans, guaranteed, costs, program, described, subsection, relating, technical, assistance, applying, notwithstanding, farm, security, rural, investment, act, u.s.c, amount, grant, exceed, cost, activity, carried, funds, extent, remain, fiscal, accordance
3770	549.16 - 549.17	SEC. 22002.(b)(1)	$144,750,000 for fiscal year 2022, to remain available until September 30, 2031; and	144,750,000, fiscal, remain, available, september
3771	549.18 - 549.20	SEC. 22002.(b)(2)	$31,813,500 for each of fiscal years 2023 through 2027, to remain available until September 30, 2031.	31,813,500, fiscal, years, remain, available, september
3772	549.21 - 549.22	SEC. 22002.(c)	LIMITATION. The Secretary shall not enter into, pursuant to this section	limitation, secretary, pursuant
3773	549.23 - 549.24	SEC. 22002.(c)(1)	any loan agreement that may result in a disbursement after September 30, 2031; or	loan, agreement, disbursement, september
3774	550.1 - 550.2	SEC. 22002.(c)(2)	any grant agreement that may result in any outlay after September 30, 2031.	grant, agreement, outlay, september
3775	550.3 - 550.7	TITLE II Subtitle C SEC. 22003.	BIOFUEL INFRASTRUCTURE AND AGRICULTURE PRODUCT MARKET EXPANSION. Section 9003  of the Farm Security and Rural Investment Act of 2002 (7 U.S.C. 8103) (as amended by section 22001) is amended by adding at the end the following:	biofuel, infrastructure, agriculture, product, market, expansion
3777	550.8 - 550.9	[TITLE II Subtitle C SEC. 22003.] (i)	BIOFUEL INFRASTRUCTURE AND AGRICULTURE PRODUCT MARKET EXPANSION.	biofuel, infrastructure, agriculture, product, market, expansion
3778	550.10 - 550.16	[TITLE II Subtitle C SEC. 22003.] (i)(1)	APPROPRIATION. Notwithstanding subsections (a) through (e) and subsection (g), in addition to amounts otherwise available, there is appropriated to the Secretary for fiscal year 2022, out of any money in the Treasury not otherwise appropriated, $500,000,000, to remain available until September 30, 2031, to carry out this subsection.	appropriation, notwithstanding, subsections, subsection, addition, amounts, otherwise, available, appropriated, secretary, fiscal, money, treasury, 500,000,000, remain, september, carry
3779	550.17 - 551.2	[TITLE II Subtitle C SEC. 22003.] (i)(2)	USE OF FUNDS. The Secretary shall use the amounts made available by paragraph (1) to provide grants, for which the Federal share shall be not more than 75 percent of the total cost of carrying out a project for which the grant is provided, on a competitive basis, to increase the sale and use of agricultural commodity-based fuels through infrastructure improvements for blending, storing, supplying, or distributing biofuels, except for transportation infrastructure not on location where such biofuels are blended, stored, supplied, or distributed	funds, secretary, amounts, available, grants, federal, total, cost, carrying, project, grant, competitive, basis, increase, sale, agricultural, commodity, fuels, infrastructure, improvements, blending, storing, supplying, distributing, biofuels, except, transportation, blended, stored, supplied, distributed
3780	551.3 - 551.15	[TITLE II Subtitle C SEC. 22003.] (i)(2)(A)	by installing, retrofitting, or otherwise upgrading fuel dispensers or pumps and related equipment, storage tank system components, and other infrastructure required at a location related to dispensing certain biofuel blends to ensure the increased sales of fuels with high levels of commodity-based ethanol and biodiesel that are at or greater than the levels required in the Notice of Funding Availability for the Higher Blends Infrastructure Incentive Program for Fiscal Year 2020, published in the Federal Register (85 Fed. Reg. 26656), as determined by the Secretary; and	installing, retrofitting, otherwise, upgrading, fuel, dispensers, pumps, related, equipment, storage, tank, system, components, infrastructure, required, dispensing, certain, biofuel, blends, ensure, increased, sales, fuels, levels, commodity, ethanol, biodiesel, greater, notice, funding, availability, incentive, program, fiscal, published, federal, register, fed, reg, determined, secretary
3781	551.16 - 551.19	[TITLE II Subtitle C SEC. 22003.] (i)(2)(B)	by building and retrofitting home heating oil distribution centers or equivalent entities and distribution systems for ethanol and biodiesel blends.’’.	building, retrofitting, heating, oil, distribution, centers, equivalent, entities, systems, ethanol, biodiesel, blends
3782	551.20 - 551.24	TITLE II Subtitle C SEC. 22004.	USDA ASSISTANCE FOR RURAL ELECTRIC COOPERATIVES. Section 9003  of the Farm Security and Rural Investment Act of 2002 (7 U.S.C. 8103) (as amended by section 22003) is amended by adding at the end the following:	usda, assistance, rural, electric, cooperatives
3784	552.1 - 552.2	[TITLE II Subtitle C SEC. 22004.] (j)	USDA ASSISTANCE FOR RURAL ELECTRIC COOPERATIVES.	usda, assistance, rural, electric, cooperatives
3785	552.3 - 553.3	[TITLE II Subtitle C SEC. 22004.] (j)(1)	APPROPRIATION. Notwithstanding subsections (a) through (e) and (g), in addition to amounts otherwise available, there is appropriated to the Secretary for fiscal year 2022, out of any money in the Treasury not otherwise appropriated, $9,700,000,000, to remain available until September 30, 2031, for the long-term resiliency, reliability, and affordability of rural electric systems by providing to an eligible entity (defined as an electric cooperative described in section 501(c)(12) or 1381(a)(2) of the Internal Revenue Code of 1986 and is or has been a Rural Utilities Service electric loan borrower pursuant to the Rural Electrification Act of 1936 or serving a predominantly rural area or a wholly or jointly owned subsidiary of such electric cooperative) loans, modifications of loans, the cost of loans and modifications, and other financial assistance to achieve the greatest reduction in carbon dioxide, methane, and nitrous oxide emissions associated with rural electric systems through the purchase of renewable energy, renewable energy systems, zero-emission systems, and carbon capture and storage systems, to deploy such systems, or to make energy efficiency improvements to electric generation and transmission systems of the eligible entity after the date of enactment of this subsection.	appropriation, notwithstanding, subsections, addition, amounts, otherwise, available, appropriated, secretary, fiscal, money, treasury, 9,700,000,000, remain, september, term, resiliency, reliability, affordability, rural, electric, systems, providing, eligible, entity, defined, cooperative, described, internal, revenue, code, utilities, service, loan, borrower, pursuant, electrification, act, serving, predominantly, area, wholly, jointly, owned, subsidiary, loans, modifications, cost, financial, assistance, achieve, greatest, reduction, carbon, dioxide, methane, nitrous, oxide, emissions, associated, purchase, renewable, energy, zero, emission, capture, storage, deploy, efficiency, improvements, generation, transmission, enactment, subsection
3786	553.4 - 553.6	[TITLE II Subtitle C SEC. 22004.] (j)(2)	LIMITATION. No eligible entity may receive an amount equal to more than 10 percent of the total amount made available by this subsection.	limitation, eligible, entity, amount, equal, total, available, subsection
3787	553.7 - 553.11	[TITLE II Subtitle C SEC. 22004.] (j)(3)	REQUIREMENT. The amount of a grant under this subsection shall be not more than 25 percent of the total project costs of the eligible entity carrying out a project using a grant under this subsection.	requirement, amount, grant, subsection, total, project, costs, eligible, entity, carrying
3788	553.12 - 553.16	[TITLE II Subtitle C SEC. 22004.] (j)(4)	PROHIBITION. Nothing in this subsection shall be interpreted to authorize funds of the Commodity Credit Corporation for activities under this subsection if such funds are not expressly authorized or currently expended for such purposes.	prohibition, nothing, subsection, interpreted, authorize, funds, commodity, credit, corporation, activities, expressly, authorized, expended, purposes
3789	553.17 - 553.18	[TITLE II Subtitle C SEC. 22004.] (j)(5)	DISBURSEMENTS. The Secretary shall not enter into, pursuant to this subsection	disbursements, secretary, pursuant, subsection
3790	553.19 - 553.20	[TITLE II Subtitle C SEC. 22004.] (j)(5)(A)	any loan agreement that may result in a disbursement after September 30, 2031; or	loan, agreement, disbursement, september
3791	553.21 - 553.22	[TITLE II Subtitle C SEC. 22004.] (j)(5)(B)	any grant agreement that may result in any outlay after September 30, 2031.’’.	grant, agreement, outlay, september
3792	554.1 - 554.10	TITLE II Subtitle C SEC. 22005.	ADDITIONAL USDA RURAL DEVELOPMENT ADMINISTRATIVE FUNDS. In addition to amounts otherwise available, there is appropriated to the Secretary for fiscal year 2022, out of any money in the Treasury not otherwise appropriated, $100,000,000, to remain available until September 30, 2031, for administrative costs and salaries and expenses for the Rural Development mission area and administrative costs of the agencies and offices of the Department for costs related to implementing this subtitle.	usda, rural, development, administrative, funds, addition, amounts, otherwise, available, appropriated, secretary, fiscal, money, treasury, 100,000,000, remain, september, costs, salaries, expenses, mission, area, agencies, offices, department, related, implementing, subtitle
3793	554.11 - 555.2	TITLE II Subtitle C SEC. 22006.	FARM LOAN IMMEDIATE RELIEF FOR BORROWERS WITH AT-RISK AGRICULTURAL OPERATIONS. In addition to amounts otherwise available, there is appropriated to the Secretary for fiscal year 2022, out of amounts in the Treasury not otherwise appropriated, $3,100,000,000, to remain available until September 30, 2031, to provide payments to, for the cost of loans or loan modifications for, or to carry out section 331(b)(4) of the Consolidated Farm and Rural Development Act (7 U.S.C. 1981(b)(4)) with respect to distressed borrowers of direct or guaranteed loans administered by the Farm Service Agency under subtitle A, B, or C of that Act (7 U.S.C. 1922 through 1970). In carrying out this section, the Secretary shall provide relief to those borrowers whose agricultural operations are at financial risk as expeditiously as possible, as determined by the Secretary.	farm, loan, immediate, relief, borrowers, risk, agricultural, operations, addition, amounts, otherwise, available, appropriated, secretary, fiscal, treasury, 3,100,000,000, remain, september, payments, cost, loans, modifications, carry, consolidated, rural, development, act, u.s.c, respect, distressed, direct, guaranteed, administered, service, agency, subtitle, carrying, whose, financial, expeditiously, possible, determined
3794	555.3 - 555.8	TITLE II Subtitle C SEC. 22007.	USDA ASSISTANCE AND SUPPORT FOR UNDERSERVED FARMERS, RANCHERS, AND FORESTERS. Section 1006  of the American Rescue Plan Act of 2021 (7 U.S.C. 2279 note; Public Law 117–2) is amended to read as follows:	usda, assistance, support, underserved, farmers, ranchers, foresters
3796	555.9 - 555.10	[TITLE II Subtitle C SEC. 22007.] SEC. 1006.	USDA ASSISTANCE AND SUPPORT FOR UNDERSERVED FARMERS, RANCHERS, FORESTERS.	usda, assistance, support, underserved, farmers, ranchers, foresters
3797	555.11 - 555.24	[TITLE II Subtitle C SEC. 22007.] SEC. 1006.(a)	TECHNICAL AND OTHER ASSISTANCE. In addition to amounts otherwise available, there is appropriated to the Secretary of Agriculture for fiscal year 2022, to remain available until September 30, 2031, out of any money in the Treasury not otherwise appropriated, $125,000,000 to provide outreach, mediation, financial training, capacity building training, cooperative development and agricultural credit training and support, and other technical assistance on issues concerning food, agriculture, agricultural credit, agricultural extension, rural development, or nutrition to underserved farmers, ranchers, or forest landowners, including veterans, limited resource producers, beginning farmers and ranchers, and farmers, ranchers, and forest landowners living in high poverty areas.	technical, assistance, addition, amounts, otherwise, available, appropriated, secretary, agriculture, fiscal, remain, september, money, treasury, 125,000,000, outreach, mediation, financial, training, capacity, building, cooperative, development, agricultural, credit, support, issues, concerning, food, extension, rural, nutrition, underserved, farmers, ranchers, forest, landowners, veterans, limited, resource, producers, beginning, poverty, areas
3798	556.1 - 556.12	[TITLE II Subtitle C SEC. 22007.] SEC. 1006.(b)	LAND LOSS ASSISTANCE. In addition to amounts otherwise available, there is appropriated to the Secretary of Agriculture for fiscal year 2022, to remain available until September 30, 2031, out of any money in the Treasury not otherwise appropriated, $250,000,000 to provide grants and loans to eligible entities, as determined by the Secretary, to improve land access (including heirs’ property and fractionated land issues) for underserved farmers, ranchers, and forest landowners, including veterans, limited resource producers, beginning farmers and ranchers, and farmers, ranchers, and forest landowners living in high poverty areas.	land, loss, assistance, addition, amounts, otherwise, available, appropriated, secretary, agriculture, fiscal, remain, september, money, treasury, 250,000,000, grants, loans, eligible, entities, determined, improve, access, heirs, property, fractionated, issues, underserved, farmers, ranchers, forest, landowners, veterans, limited, resource, producers, beginning, poverty, areas
3799	556.13 - 556.20	[TITLE II Subtitle C SEC. 22007.] SEC. 1006.(c)	EQUITY COMMISSIONS. In addition to amounts otherwise available, there is appropriated to the Secretary of Agriculture for fiscal year 2022, to remain available until September 30, 2031, out of any money in the Treasury not otherwise appropriated, $10,000,000 to fund the activities of one or more equity commissions that will address racial equity issues within the Department of Agriculture and the programs of the Department of Agriculture.	equity, commissions, addition, amounts, otherwise, available, appropriated, secretary, agriculture, fiscal, remain, september, money, treasury, 10,000,000, fund, activities, address, racial, issues, department, programs
3800	556.21 - 557.21	[TITLE II Subtitle C SEC. 22007.] SEC. 1006.(d)	RESEARCH, EDUCATION, AND EXTENSION. In addition to amounts otherwise available, there is appropriated to the Secretary of Agriculture for fiscal year 2022, to remain available until September 30, 2031, out of any money in the Treasury not otherwise appropriated, $250,000,000 to support and supplement agricultural research, education, and extension, as well as scholarships and programs that provide internships and pathways to agricultural sector or Federal employment, for 1890 Institutions (as defined in section 2 of the Agricultural, Research, Extension, and Education Reform Act of 1998 (7 U.S.C. 7601)), 1994 Institutions (as defined in section 532 of the Equity in Educational Land-Grant Status Act of 1994 (7 U.S.C. 301 note; Public Law 103–382)), Alaska Native serving institutions and Native Hawaiian serving institutions eligible to receive grants under subsections (a) and (b), respectively, of section 1419B of the National Agricultural Research, Extension, and Teaching Policy Act of 1977 (7 U.S.C. 3156), Hispanic-serving institutions eligible to receive grants under section 1455 of the National Agricultural Research, Extension, and Teaching Policy Act of 1977 (7 U.S.C. 3241), and the insular area institutions of higher education located in the territories of the United States, as referred to in section 1489 of the National Agricultural Research, Extension, and Teaching Policy Act of 1977 (7 U.S.C. 3361).	research, education, extension, addition, amounts, otherwise, available, appropriated, secretary, agriculture, fiscal, remain, september, money, treasury, 250,000,000, support, supplement, agricultural, scholarships, programs, internships, pathways, sector, federal, employment, institutions, defined, reform, act, u.s.c, equity, educational, land, grant, status, note, public, law, alaska, native, serving, hawaiian, eligible, grants, subsections
3802	557.22 - 558.13	[TITLE II Subtitle C SEC. 22007.] SEC. 1006.(e)	DISCRIMINATION FINANCIAL ASSISTANCE. In addition to amounts otherwise available, there is appropriated to the Secretary of Agriculture for fiscal year 2022, to remain available until September 30, 2031, out of any money in the Treasury not otherwise appropriated, $2,200,000,000 for a program to provide financial assistance, including the cost of any financial assistance, to farmers, ranchers, or forest landowners determined to have experienced discrimination prior to January 1, 2021, in Department of Agriculture farm lending programs, under which the amount of financial assistance provided to a recipient may be not more than $500,000, as determined to be appropriate based on any consequences experienced from the discrimination, which program shall be administered through 1 or more qualified nongovernmental entities selected by the Secretary subject to standards set and enforced by the Secretary.	discrimination, financial, assistance, addition, amounts, otherwise, available, appropriated, secretary, agriculture, fiscal, remain, september, money, treasury, 2,200,000,000, program, cost, farmers, ranchers, forest, landowners, determined, experienced, prior, january, department, farm, lending, programs, amount, recipient, 500,000, appropriate, consequences, administered, qualified, nongovernmental, entities, selected, subject, standards, enforced
3803	558.14 - 558.21	[TITLE II Subtitle C SEC. 22007.] SEC. 1006.(f)	ADMINISTRATIVE COSTS. In addition to amounts otherwise available, there is appropriated to the Secretary of Agriculture for fiscal year 2022, to remain available until September 30, 2031, out of any money in the Treasury not otherwise appropriated, $24,000,000 for administrative costs, including training employees, of the agencies and offices of the Department of Agriculture to carry out this section.	administrative, costs, addition, amounts, otherwise, available, appropriated, secretary, agriculture, fiscal, remain, september, money, treasury, 24,000,000, training, employees, agencies, offices, department, carry
3804	558.22 - 558.24	[TITLE II Subtitle C SEC. 22007.] SEC. 1006.(g)	LIMITATION. The funds made available under this section are subject to the condition that the Secretary shall not	limitation, funds, available, subject, condition, secretary
3805	559.1 - 559.3	[TITLE II Subtitle C SEC. 22007.] SEC. 1006.(g)(1)	enter into any agreement under which any payment could be outlaid or funds disbursed after September 30, 2031; or	agreement, payment, outlaid, funds, disbursed, september
3806	559.4 - 559.6	[TITLE II Subtitle C SEC. 22007.] SEC. 1006.(g)(2)	use any other funds available to the Secretary to satisfy obligations initially made under this section.’’.	funds, available, secretary, satisfy, obligations, initially
3807	559.7 - 559.9	TITLE II Subtitle C SEC. 22008.	REPEAL OF FARM LOAN ASSISTANCE. Section 1005  of the American Rescue Plan Act of 2021 (7 U.S.C. 1921 note; Public Law 117–2) is repealed.	repeal, farm, loan, assistance
3809	559.10 - 559.10	TITLE II Subtitle D	Forestry	forestry
3810	559.11 - 559.12	TITLE II Subtitle D SEC. 23001.	"NATIONAL FOREST SYSTEM RESTORATION AND FUELS REDUCTION PROJECTS."	national, forest, system, restoration, fuels, reduction, projects
3811	559.13 - 559.17	SEC. 23001.(a)	APPROPRIATIONS. In addition to amounts otherwise available, there are appropriated to the Secretary for fiscal year 2022, out of any money in the Treasury not otherwise appropriated, to remain available until September 30, 2031	appropriations, addition, amounts, otherwise, available, appropriated, secretary, fiscal, money, treasury, remain, september
3812	559.18 - 559.20	SEC. 23001.(a)(1)	$1,800,000,000 for hazardous fuels reduction projects on National Forest System land within the wildland-urban interface;	1,800,000,000, hazardous, fuels, reduction, projects, national, forest, system, land, wildland, urban, interface
3813	559.21 - 560.2	SEC. 23001.(a)(2)	$200,000,000 for vegetation management projects on National Forest System land carried out in accordance with a plan developed under section 303(d)(1) or 304(a)(3) of the Healthy Forests Restoration Act of 2003 (16 U.S.C. 6542(d)(1) or 6543(a)(3));	200,000,000, vegetation, management, projects, national, forest, system, land, carried, accordance, plan, developed, healthy, forests, restoration, act, u.s.c
3814	560.3 - 560.7	SEC. 23001.(a)(3)	$100,000,000 to provide for environmental reviews by the Chief of the Forest Service in satisfying the obligations of the Chief of the Forest Service under the National Environmental Policy Act of 1969 (42 U.S.C. 4321 through 4370m–12); and	100,000,000, environmental, reviews, chief, forest, service, satisfying, obligations, national, policy, act, u.s.c, 4370m
3815	560.8 - 560.11	SEC. 23001.(a)(4)	$50,000,000 for the protection of old-growth forests on National Forest System land and to complete an inventory of old-growth forests and mature forests within the National Forest System.	50,000,000, protection, growth, forests, national, forest, system, land, complete, inventory, mature
3816	560.12 - 560.14	SEC. 23001.(b)	RESTRICTIONS. None of the funds made available by paragraph (1) or (2) of subsection (a) may be used for any activity	restrictions, funds, available, subsection, activity
3817	560.15 - 560.16	SEC. 23001.(b)(1)	conducted in a wilderness area or wilderness study area;	conducted, wilderness, area, study
3818	560.17 - 560.18	SEC. 23001.(b)(2)	that includes the construction of a permanent road or motorized trail;	construction, permanent, road, motorized, trail
3819	560.19 - 560.22	SEC. 23001.(b)(3)	that includes the construction of a temporary road, except in the case of a temporary road that is decommissioned by the Secretary not later than 3 years after the earlier of	construction, temporary, road, except, case, decommissioned, secretary, years, earlier
3820	560.23 - 560.24	SEC. 23001.(b)(3)(A)	the date on which the temporary road is no longer needed; and	temporary, road, longer, needed
3821	561.1 - 561.2	SEC. 23001.(b)(3)(B)	the date on which the project for which the temporary road was constructed is completed;	project, temporary, road, constructed, completed
3822	561.3 - 561.4	SEC. 23001.(b)(4)	inconsistent with the applicable land management plan;	inconsistent, applicable, land, management, plan
3823	561.5 - 561.9	SEC. 23001.(b)(5)	inconsistent with the prohibitions of the rule of the Forest Service entitled ‘‘Special Areas; Roadless Area Conservation’’ (66 Fed. Reg. 3244 (January 12, 2001)), as modified by subparts C and D of part 294 of title 36, Code of Federal Regulations; or	inconsistent, prohibitions, rule, forest, service, entitled, special, areas, roadless, area, conservation, fed, reg, january, modified, subparts, code, federal, regulations
3824	561.10 - 561.12	SEC. 23001.(b)(6)	carried out on any land that is not National Forest System land, including other forested land on Federal, State, Tribal, or private land.	carried, land, national, forest, system, forested, federal, state, tribal, private
3825	561.13 - 561.17	SEC. 23001.(c)	LIMITATIONS. Nothing in this section shall be interpreted to authorize funds of the Commodity Credit Corporation for activities under this section if such funds are not expressly authorized or currently expended for such purposes.	limitations, nothing, interpreted, authorize, funds, commodity, credit, corporation, activities, expressly, authorized, expended, purposes
3826	561.18 - 561.18	SEC. 23001.(d)	COST-SHARING WAIVER.	cost, sharing, waiver
3827	561.19 - 561.21	SEC. 23001.(d)(1)	IN GENERAL. The non-Federal cost-share requirement of a project described in paragraph (2) may be waived at the discretion of the Secretary.	federal, cost, requirement, project, described, waived, discretion, secretary
3828	561.22 - 561.23	SEC. 23001.(d)(2)	PROJECT DESCRIBED. A project referred to in paragraph (1) is a project that	project, described, referred
3829	561.24 - 561.25	SEC. 23001.(d)(2)(A)	is carried out using funds made available under this section;	carried, funds, available
3830	562.1 - 562.3	SEC. 23001.(d)(2)(B)	requires a partnership agreement, including a cooperative agreement or mutual interest agreement; and	requires, partnership, agreement, cooperative, mutual, interest
3831	562.4 - 562.5	SEC. 23001.(d)(2)(C)	is subject to a non-Federal cost-share requirement.	subject, federal, cost, requirement
3832	562.6 - 562.6	SEC. 23001.(e)	DEFINITIONS. In this section:	definitions
3833	562.7 - 562.8	SEC. 23001.(e)(1)	DECOMMISSION. The term ‘‘decommission’’ means, with respect to a road	decommission, term, respect, road
3834	562.9 - 562.10	SEC. 23001.(e)(1)(A)	reestablishing native vegetation on the road;	reestablishing, native, vegetation, road
3835	562.11 - 562.16	SEC. 23001.(e)(1)(B)	restoring any natural drainage, watershed function, or other ecological processes that were disrupted or adversely impacted by the road by removing or hydrologically disconnecting the road prism and reestablishing stable slope contours; and	restoring, natural, drainage, watershed, function, ecological, processes, disrupted, adversely, impacted, road, removing, hydrologically, disconnecting, prism, reestablishing, stable, slope, contours
3836	562.17 - 562.18	SEC. 23001.(e)(1)(C)	effectively blocking the road to vehicular traffic, where feasible.	effectively, blocking, road, vehicular, traffic, feasible
3837	562.19 - 562.22	SEC. 23001.(e)(2)	ECOLOGICAL INTEGRITY. The term ‘‘ecological integrity’’ has the meaning given the term in section 219.19 of title 36, Code of Federal Regulations (as in effect on the date of enactment of this Act).	ecological, integrity, term, meaning, code, federal, regulations, effect, enactment, act
3838	562.23 - 563.2	SEC. 23001.(e)(3)	HAZARDOUS FUELS REDUCTION PROJECT. The term ‘‘hazardous fuels reduction project’’ means an activity, including the use of prescribed fire, to protect structures and communities from wildfire that is carried out on National Forest System land.	hazardous, fuels, reduction, project, term, activity, prescribed, fire, protect, structures, communities, wildfire, carried, national, forest, system, land
3839	563.3 - 563.6	SEC. 23001.(e)(4)	RESTORATION. The term ‘‘restoration’’ has the meaning given the term in section 219.19 of title 36, Code of Federal Regulations (as in effect on the date of enactment of this Act).	restoration, term, meaning, code, federal, regulations, effect, enactment, act
3840	563.7 - 563.14	SEC. 23001.(e)(5)	VEGETATION MANAGEMENT PROJECT. The term ‘‘vegetation management project’’ means an activity carried out on National Forest System land to enhance the ecological integrity and achieve the restoration of a forest ecosystem through the removal of vegetation, the use of prescribed fire, the restoration of aquatic habitat, or the decommissioning of an unauthorized, temporary, or system road.	vegetation, management, project, term, activity, carried, national, forest, system, land, enhance, ecological, integrity, achieve, restoration, ecosystem, removal, prescribed, fire, aquatic, habitat, decommissioning, unauthorized, temporary, road
3841	563.15 - 563.18	SEC. 23001.(e)(6)	WILDLAND-URBAN INTERFACE. The term ‘‘wildland-urban interface’’ has the meaning given the term in section 101 of the Healthy Forests Restoration Act of 2003 (16 U.S.C. 6511).	wildland, urban, interface, term, meaning, healthy, forests, restoration, act, u.s.c
3842	563.19 - 563.20	TITLE II Subtitle D SEC. 23002.	COMPETITIVE GRANTS FOR NON-FEDERAL FOREST LANDOWNERS.	competitive, grants, federal, forest, landowners
3843	563.21 - 563.25	SEC. 23002.(a)	APPROPRIATIONS. In addition to amounts otherwise available, there are appropriated to the Secretary for fiscal year 2022, out of any money in the Treasury not otherwise appropriated, to remain available until September 30, 2031	appropriations, addition, amounts, otherwise, available, appropriated, secretary, fiscal, money, treasury, remain, september
3844	564.1 - 564.8	SEC. 23002.(a)(1)	$150,000,000 for the competitive grant program under section 13A of the Cooperative Forestry Assistance Act of 1978 (16 U.S.C. 2109a) for providing through that program a cost share to carry out climate mitigation or forest resilience practices in the case of underserved forest landowners, subject to the condition that subsection (h) of that section shall not apply;	150,000,000, competitive, grant, program, 13a, cooperative, forestry, assistance, act, u.s.c, 2109a, providing, cost, carry, climate, mitigation, forest, resilience, practices, case, underserved, landowners, subject, condition, subsection, apply
3845	564.9 - 564.16	SEC. 23002.(a)(2)	$150,000,000 for the competitive grant program under section 13A of the Cooperative Forestry Assistance Act of 1978 (16 U.S.C. 2109a) for providing through that program grants to support the participation of underserved forest landowners in emerging private markets for climate mitigation or forest resilience, subject to the condition that subsection (h) of that section shall not apply;	150,000,000, competitive, grant, program, 13a, cooperative, forestry, assistance, act, u.s.c, 2109a, providing, grants, support, participation, underserved, forest, landowners, emerging, private, markets, climate, mitigation, resilience, subject, condition, subsection, apply
3846	564.17 - 564.25	SEC. 23002.(a)(3)	$100,000,000 for the competitive grant program under section 13A of the Cooperative Forestry Assistance Act of 1978 (16 U.S.C. 2109a) for providing through that program grants to support the participation of forest landowners who own less than 2,500 acres of forest land in emerging private markets for climate mitigation or forest resilience, subject to the condition that subsection (h) of that section shall not apply;	100,000,000, competitive, grant, program, 13a, cooperative, forestry, assistance, act, u.s.c, 2109a, providing, grants, support, participation, forest, landowners, 2,500, acres, land, emerging, private, markets, climate, mitigation, resilience, subject, condition, subsection, apply
3847	565.1 - 565.11	SEC. 23002.(a)(4)	$50,000,000 for the competitive grant program under section 13A of the Cooperative Forestry Assistance Act of 1978 (16 U.S.C. 2109a) to provide grants to states and other eligible entities to provide payments to owners of private forest land for implementation of forestry practices on private forest land, that are determined by the Secretary, based on the best available science, to provide measurable increases in carbon sequestration and storage beyond customary practices on comparable land, subject to the conditions that	50,000,000, competitive, grant, program, 13a, cooperative, forestry, assistance, act, u.s.c, 2109a, grants, states, eligible, entities, payments, owners, private, forest, land, implementation, practices, determined, secretary, available, science, measurable, increases, carbon, sequestration, storage, beyond, customary, comparable, subject, conditions
3848	565.12 - 565.14	SEC. 23002.(a)(4)(A)	those payments shall not preclude landowners from participation in other public and private sector financial incentive programs; and	payments, preclude, landowners, participation, public, private, sector, financial, incentive, programs
3849	565.15 - 565.16	SEC. 23002.(a)(4)(B)	subsection (h) of that section shall not apply; and	subsection, apply
3850	565.17 - 565.24	SEC. 23002.(a)(5)	$100,000,000 to provide grants under the wood innovation grant program under section 8643 of the Agriculture Improvement Act of 2018 (7 U.S.C. 7655d), including for the construction of new facilities that advance the purposes of the program and for the hauling of material removed to reduce hazardous fuels to locations where that material can be utilized, subject to the conditions that	100,000,000, grants, wood, innovation, grant, program, agriculture, improvement, act, u.s.c, 7655d, construction, new, facilities, advance, purposes, hauling, material, removed, reduce, hazardous, fuels, locations, utilized, subject, conditions
