Item	Page_Lines	Para	Text
4547	674.23 - 675.7	SEC. 60105.(g)	GREENHOUSE GAS AND ZERO-EMISSION STANDARDS FOR MOBILE SOURCES. In addition to amounts otherwise available, there is appropriated to the Administrator of the Environmental Protection Agency for fiscal year 2022, out of any money in the Treasury not otherwise appropriated, $5,000,000, to remain available until September 30, 2031, to provide grants to States to adopt and implement greenhouse gas and zero-emission standards for mobile sources pursuant to section 177 of the Clean Air Act (42 U.S.C. 7507).
4548	675.8 - 675.11	SEC. 60105.(h)	DEFINITION OF GREENHOUSE GAS. In this section, the term ‘‘greenhouse gas’’ means the air pollutants carbon dioxide, hydrofluorocarbons, methane, nitrous oxide, perfluorocarbons, and sulfur hexafluoride.
4549	675.12 - 675.13	TITLE VI Subtitle A SEC. 60106.	FUNDING TO ADDRESS AIR POLLUTION AT SCHOOLS.
4550	675.14 - 675.24	SEC. 60106.(a)	IN GENERAL. In addition to amounts otherwise available, there is appropriated to the Administrator of the Environmental Protection Agency for fiscal year 2022, out of any money in the Treasury not otherwise appropriated, $37,500,000, to remain available until September 30, 2031, for grants and other activities to monitor and reduce greenhouse gas emissions and other air pollutants at schools in low-income and disadvantaged communities under subsections (a) through (c) of section 103 of the Clean Air Act (42 U.S.C. 7403(a)–(c)) and section 105 of that Act (42 U.S.C. 7405).
4551	676.1 - 676.10	SEC. 60106.(b)	TECHNICAL ASSISTANCE. In addition to amounts otherwise available, there is appropriated to the Administrator of the Environmental Protection Agency for fiscal year 2022, out of any money in the Treasury not otherwise appropriated, $12,500,000, to remain available until September 30, 2031, for providing technical assistance to schools in low-income and disadvantaged communities under subsections (a) through (c) of section 103 of the Clean Air Act (42 U.S.C. 7403(a)–(c)) and section 105 of that Act (42 U.S.C. 7405)
4552	676.11 - 676.11	SEC. 60106.(b)(1)	to address environmental issues;
4553	676.12 - 676.14	SEC. 60106.(b)(2)	to develop school environmental quality plans that include standards for school building, design, construction, and renovation; and
4554	676.15 - 676.16	SEC. 60106.(b)(3)	to identify and mitigate ongoing air pollution hazards.
4555	676.17 - 676.20	SEC. 60106.(c)	DEFINITION OF GREENHOUSE GAS. In this section, the term ‘‘greenhouse gas’’ means the air pollutants carbon dioxide, hydrofluorocarbons, methane, nitrous oxide, perfluorocarbons, and sulfur hexafluoride.
4556	676.21 - 676.24	TITLE VI Subtitle A SEC. 60107.	LOW EMISSIONS ELECTRICITY PROGRAM. The Clean Air Act is amended by inserting after section 134 of such Act, as added by section 60103 of this Act, the following:
4557	677.1 - 677.1	[TITLE VI Subtitle A SEC. 60107.] SEC. 135.	LOW EMISSIONS ELECTRICITY PROGRAM.
4558	677.2 - 677.6	[TITLE VI Subtitle A SEC. 60107.] SEC. 135.(a)	APPROPRIATION. In addition to amounts otherwise available, there is appropriated to the Administrator for fiscal year 2022, out of any money in the Treasury not otherwise appropriated, to remain available until September 30, 2031
4559	677.7 - 677.10	[TITLE VI Subtitle A SEC. 60107.] SEC. 135.(a)(1)	$17,000,000 for consumer-related education and partnerships with respect to reductions in greenhouse gas emissions that result from domestic electricity generation and use;
4560	677.11 - 677.15	[TITLE VI Subtitle A SEC. 60107.] SEC. 135.(a)(2)	$17,000,000 for education, technical assistance, and partnerships within low-income and disadvantaged communities with respect to reductions in greenhouse gas emissions that result from domestic electricity generation and use;
4561	677.16 - 677.19	[TITLE VI Subtitle A SEC. 60107.] SEC. 135.(a)(3)	$17,000,000 for industry-related outreach, technical assistance, and partnerships with respect to reductions in greenhouse gas emissions that result from domestic electricity generation and use;
4562	677.20 - 677.24	[TITLE VI Subtitle A SEC. 60107.] SEC. 135.(a)(4)	$17,000,000 for outreach and technical assistance to, and partnerships with, State, Tribal, and local governments with respect to reductions in greenhouse gas emissions that result from domestic electricity generation and use;
4563	677.25 - 678.4	[TITLE VI Subtitle A SEC. 60107.] SEC. 135.(a)(5)	$1,000,000 to assess, not later than 1 year after the date of enactment of this section, the reductions in greenhouse gas emissions that result from changes in domestic electricity generation and use that are anticipated to occur on an annual basis through fiscal year 2031; and
4564	678.5 - 678.8	[TITLE VI Subtitle A SEC. 60107.] SEC. 135.(a)(6)	$18,000,000 to ensure that reductions in greenhouse gas emissions are achieved through use of the existing authorities of this Act, incorporating the assessment under paragraph (5).
4565	678.9 - 678.12	[TITLE VI Subtitle A SEC. 60107.] SEC. 135.(b)	ADMINISTRATION OF FUNDS. Of the amounts made available under subsection (a), the Administrator shall reserve 2 percent for the administrative costs necessary to carry out activities pursuant to that subsection.
4566	678.13 - 678.16	[TITLE VI Subtitle A SEC. 60107.] SEC. 135.(c)	DEFINITION OF GREENHOUSE GAS. In this section, the term ‘greenhouse gas’ means the air pollutants carbon dioxide, hydrofluorocarbons, methane, nitrous oxide, perfluorocarbons, and sulfur hexafluoride.’’.
4567	678.17 - 678.18	TITLE VI Subtitle A SEC. 60108.	FUNDING FOR SECTION 211(O) OF THE CLEAN AIR ACT.
4568	678.19 - 678.25	SEC. 60108.(a)	TEST AND PROTOCOL DEVELOPMENT. In addition to amounts otherwise available, there is appropriated to the Administrator of the Environmental Protection Agency for fiscal year 2022, out of any money in the Treasury not otherwise appropriated, $5,000,000, to remain available until September 30, 2031, to carry out section 211(o) of the Clean Air Act (42 U.S.C. 7545(o)) with respect to
4569	679.1 - 679.3	SEC. 60108.(a)(1)	the development and establishment of tests and protocols regarding the environmental and public health effects of a fuel or fuel additive;
4570	679.4 - 679.7	SEC. 60108.(a)(2)	internal and extramural data collection and analyses to regularly update applicable regulations, guidance, and procedures for determining lifecycle greenhouse gas emissions of a fuel; and
4571	679.8 - 679.11	SEC. 60108.(a)(3)	the review, analysis, and evaluation of the impacts of all transportation fuels, including fuel lifecycle implications, on the general public and on low-income and disadvantaged communities.
4572	679.12 - 679.20	SEC. 60108.(b)	INVESTMENTS IN ADVANCED BIOFUELS. In addition to amounts otherwise available, there is appropriated to the Administrator of the Environmental Protection Agency for fiscal year 2022, out of any money in the Treasury not otherwise appropriated, $10,000,000, to remain available until September 30, 2031, for new grants to industry and other related activities under section 211(o) of the Clean Air Act (42 U.S.C. 7545(o)) to support investments in advanced biofuels.
4573	679.21 - 679.24	SEC. 60108.(c)	DEFINITION OF GREENHOUSE GAS. In this section, the term ‘‘greenhouse gas’’ means the air pollutants carbon dioxide, hydrofluorocarbons, methane, nitrous oxide, perfluorocarbons, and sulfur hexafluoride.
4574	680.1 - 680.3	TITLE VI Subtitle A SEC. 60109.	FUNDING FOR IMPLEMENTATION OF THE AMERICAN INNOVATION AND MANUFACTURING ACT.
4575	680.4 - 680.4	SEC. 60109.(a)	APPROPRIATIONS.
4576	680.5 - 680.13	SEC. 60109.(a)(1)	IN GENERAL. In addition to amounts otherwise available, there is appropriated to the Administrator of the Environmental Protection Agency for fiscal year 2022, out of any money in the Treasury not otherwise appropriated, $20,000,000, to remain available until September 30, 2026, to carry out subsections (a) through (i) and subsection (k) of section 103 of division S of Public Law 116–260 (42 U.S.C. 7675).
4577	680.14 - 680.23	SEC. 60109.(a)(2)	IMPLEMENTATION AND COMPLIANCE TOOLS. In addition to amounts otherwise available, there is appropriated to the Administrator of the Environmental Protection Agency for fiscal year 2022, out of any money in the Treasury not otherwise appropriated, $3,500,000, to remain available until September 30, 2026, to deploy new implementation and compliance tools to carry out subsections (a) through (i) and subsection (k) of section 103 of division S of Public Law 116–260 (42 U.S.C. 7675).
4578	680.24 - 681.7	SEC. 60109.(a)(3)	COMPETITIVE GRANTS. In addition to amounts otherwise available, there is appropriated to the Administrator of the Environmental Protection Agency for fiscal year 2022, out of any money in the Treasury not otherwise appropriated, $15,000,000, to remain available until September 30, 2026, for competitive grants for reclaim and innovative destruction technologies under subsections (a) through (i) and subsection (k) of section 103 of division S of Public Law 116–260 (42 U.S.C. 7675).
4579	681.8 - 681.12	SEC. 60109.(b)	ADMINISTRATION OF FUNDS. Of the funds made available pursuant to subsection (a)(3), the Administrator of the Environmental Protection Agency shall reserve 5 percent for administrative costs necessary to carry out activities pursuant to such subsection.
4580	681.13 - 681.14	TITLE VI Subtitle A SEC. 60110.	FUNDING FOR ENFORCEMENT TECHNOLOGY AND PUBLIC INFORMATION.
4581	681.15 - 681.24	SEC. 60110.(a)	COMPLIANCE MONITORING. In addition to amounts otherwise available, there is appropriated to the Administrator of the Environmental Protection Agency for fiscal year 2022, out of any money in the Treasury not otherwise appropriated, $18,000,000, to remain available until September 30, 2031, to update the Integrated Compliance Information System of the Environmental Protection Agency and any associated systems, necessary information technology infrastructure, or public access software tools to ensure access to compliance data and related information.
4582	682.1 - 682.12	SEC. 60110.(b)	COMMUNICATIONS WITH ICIS. In addition to amounts otherwise available, there is appropriated to the Administrator of the Environmental Protection Agency for fiscal year 2022, out of any money in the Treasury not otherwise appropriated, $3,000,000, to remain available until September 30, 2031, for grants to States, Indian tribes, and air pollution control agencies (as such terms are defined in section 302 of the Clean Air Act (42 U.S.C. 7602)) to update their systems to ensure communication with the Integrated Compliance Information System of the Environmental Protection Agency and any associated systems.
4583	682.13 - 682.18	SEC. 60110.(c)	INSPECTION SOFTWARE. In addition to amounts otherwise available, there is appropriated to the Administrator of the Environmental Protection Agency for fiscal year 2022, out of any money in the Treasury not otherwise appropriated, $4,000,000, to remain available until September 30, 2031
4584	682.19 - 682.23	SEC. 60110.(c)(1)	to acquire or update inspection software for use by the Environmental Protection Agency, States, Indian tribes, and air pollution control agencies (as such terms are defined in section 302 of the Clean Air Act (42 U.S.C. 7602)); or
4585	682.24 - 682.25	SEC. 60110.(c)(2)	to acquire necessary devices on which to run such inspection software.
4586	683.1 - 683.1	TITLE VI Subtitle A SEC. 60111.	GREENHOUSE GAS CORPORATE REPORTING.
4587	683.2 - 683.7	SEC. 60111.(a)	IN GENERAL. In addition to amounts otherwise available, there is appropriated to the Administrator of the Environmental Protection Agency for fiscal year 2022, out of any money in the Treasury not otherwise appropriated, $5,000,000, to remain available until September 30, 2031, for the Environmental Protection Agency to support
4588	683.8 - 683.10	SEC. 60111.(a)(1)	enhanced standardization and transparency of corporate climate action commitments and plans to reduce greenhouse gas emissions;
4589	683.11 - 683.13	SEC. 60111.(a)(2)	enhanced transparency regarding progress toward meeting such commitments and implementing such plans; and
4590	683.14 - 683.15	SEC. 60111.(a)(3)	progress toward meeting such commitments and implementing such plans.
4591	683.16 - 683.19	SEC. 60111.(b)	DEFINITION OF GREENHOUSE GAS. In this section, the term ‘‘greenhouse gas’’ means the air pollutants carbon dioxide, hydrofluorocarbons, methane, nitrous oxide, perfluorocarbons, and sulfur hexafluoride.
4592	683.20 - 683.21	TITLE VI Subtitle A SEC. 60112.	ENVIRONMENTAL PRODUCT DECLARATION ASSISTANCE.
4593	683.22 - 684.8	SEC. 60112.(a)	IN GENERAL. In addition to amounts otherwise available, there is appropriated to the Administrator of the Environmental Protection Agency for fiscal year 2022, out of any money in the Treasury not otherwise appropriated, $250,000,000, to remain available until September 30, 2031, to develop and carry out a program to support the development, enhanced standardization and transparency, and reporting criteria for environmental product declarations that include measurements of the embodied greenhouse gas emissions of the material or product associated with all relevant stages of production, use, and disposal, and conform with international standards, for construction materials and products by
4594	684.9 - 684.13	SEC. 60112.(a)(1)	providing grants to businesses that manufacture construction materials and products for developing and verifying environmental product declarations, and to States, Indian Tribes, and nonprofit organizations that will support such businesses;
4595	684.14 - 684.19	SEC. 60112.(a)(2)	providing technical assistance to businesses that manufacture construction materials and products in developing and verifying environmental product declarations, and to States, Indian Tribes, and nonprofit organizations that will support such businesses; and
4596	684.20 - 684.23	SEC. 60112.(a)(3)	carrying out other activities that assist in measuring, reporting, and steadily reducing the quantity of embodied carbon of construction materials and products.
4597	684.24 - 685.2	SEC. 60112.(b)	ADMINISTRATIVE COSTS. Of the amounts made available under this section, the Administrator of the Environmental Protection Agency shall reserve 5 percent for administrative costs necessary to carry out this section.
4598	685.3 - 685.3	SEC. 60112.(c)	DEFINITIONS. In this section:
4599	685.4 - 685.7	SEC. 60112.(c)(1)	GREENHOUSE GAS. The term ‘‘greenhouse gas’’ means the air pollutants carbon dioxide, hydrofluorocarbons, methane, nitrous oxide, perfluorocarbons, and sulfur hexafluoride.
4600	685.8 - 685.10	SEC. 60112.(c)(2)	STATE. The term ‘‘State’’ has the meaning given to that term in section 302(d) of the Clean Air Act (42 U.S.C. 7602(d)).
4601	685.11 - 685.14	TITLE VI Subtitle A SEC. 60113.	METHANE EMISSIONS REDUCTION PROGRAM. The Clean Air Act is amended by inserting after section 135 of such Act, as added by section 60107 of this Act, the following:
4602	685.15 - 685.17	[TITLE VI Subtitle A SEC. 60113.] SEC. 136.	METHANE EMISSIONS AND WASTE REDUCTION INCENTIVE PROGRAM FOR PETROLEUM AND NATURAL GAS SYSTEMS.
4603	685.18 - 685.23	[TITLE VI Subtitle A SEC. 60113.] SEC. 136.(a)	INCENTIVES FOR METHANE MITIGATION AND MONITORING. In addition to amounts otherwise available, there is appropriated to the Administrator for fiscal year 2022, out of any money in the Treasury not otherwise appropriated, $850,000,000, to remain available until September 30, 2028
4604	685.24 - 686.5	[TITLE VI Subtitle A SEC. 60113.] SEC. 136.(a)(1)	for grants, rebates, contracts, loans, and other activities of the Environmental Protection Agency for the purposes of providing financial and technical assistance to owners and operators of applicable facilities to prepare and submit greenhouse gas reports under subpart W of part 98 of title 40, Code of Federal Regulations;
4605	686.6 - 686.9	[TITLE VI Subtitle A SEC. 60113.] SEC. 136.(a)(2)	for grants, rebates, contracts, loans, and other activities of the Environmental Protection Agency authorized under subsections (a) through (c) of section 103 for methane emissions monitoring;
4606	686.10 - 686.16	[TITLE VI Subtitle A SEC. 60113.] SEC. 136.(a)(3)	for grants, rebates, contracts, loans, and other activities of the Environmental Protection Agency for the purposes of providing financial and technical assistance to reduce methane and other greenhouse gas emissions from petroleum and natural gas systems, mitigate legacy air pollution from petroleum and natural gas systems, and provide funding for
4607	686.17 - 686.19	[TITLE VI Subtitle A SEC. 60113.] SEC. 136.(a)(3)(A)	improving climate resiliency of communities and petroleum and natural gas systems;
4608	686.20 - 686.22	[TITLE VI Subtitle A SEC. 60113.] SEC. 136.(a)(3)(B)	improving and deploying industrial equipment and processes that reduce methane and other greenhouse gas emissions and waste;
4609	686.23 - 686.25	[TITLE VI Subtitle A SEC. 60113.] SEC. 136.(a)(3)(C)	supporting innovation in reducing methane and other greenhouse gas emissions and waste from petroleum and natural gas systems;
4610	687.1 - 687.2	[TITLE VI Subtitle A SEC. 60113.] SEC. 136.(a)(3)(D)	permanently shutting in and plugging wells on non-Federal land;
4611	687.3 - 687.7	[TITLE VI Subtitle A SEC. 60113.] SEC. 136.(a)(3)(E)	mitigating health effects of methane and other greenhouse gas emissions, and legacy air pollution from petroleum and natural gas systems in low-income and disadvantaged communities; and
4612	687.8 - 687.9	[TITLE VI Subtitle A SEC. 60113.] SEC. 136.(a)(3)(F)	supporting environmental restoration; and
4613	687.10 - 687.12	[TITLE VI Subtitle A SEC. 60113.] SEC. 136.(a)(4)	to cover all direct and indirect costs required to administer this section, prepare inventories, gather empirical data, and track emissions.
4614	687.13 - 687.20	[TITLE VI Subtitle A SEC. 60113.] SEC. 136.(b)	INCENTIVES FOR METHANE MITIGATION FROM CONVENTIONAL WELLS. In addition to amounts otherwise available, there is appropriated to the Administrator for fiscal year 2022, out of any money in the Treasury not otherwise appropriated, $700,000,000, to remain available until September 30, 2028, for activities described in paragraphs (1)  through (4) of subsection (a) at marginal conventional wells.
4616	687.21 - 688.4	[TITLE VI Subtitle A SEC. 60113.] SEC. 136.(c)	WASTE EMISSIONS CHARGE. The Administrator shall impose and collect a charge on methane emissions that exceed an applicable waste emissions threshold under subsection (f) from an owner or operator of an applicable facility that reports more than 25,000 metric tons of carbon dioxide equivalent of greenhouse gases emitted per year pursuant to subpart W of part 98 of title 40, Code of Federal Regulations, regardless of the reporting threshold under that subpart.
4617	688.5 - 688.8	[TITLE VI Subtitle A SEC. 60113.] SEC. 136.(d)	APPLICABLE FACILITY. For purposes of this section, the term ‘applicable facility’ means a facility within the following industry segments, as defined in subpart W of part 98 of title 40, Code of Federal Regulations:
4618	688.9 - 688.10	[TITLE VI Subtitle A SEC. 60113.] SEC. 136.(d)(1)	Offshore petroleum and natural gas production.
4619	688.11 - 688.12	[TITLE VI Subtitle A SEC. 60113.] SEC. 136.(d)(2)	Onshore petroleum and natural gas production.
4620	688.13 - 688.13	[TITLE VI Subtitle A SEC. 60113.] SEC. 136.(d)(3)	Onshore natural gas processing.
4621	688.14 - 688.15	[TITLE VI Subtitle A SEC. 60113.] SEC. 136.(d)(4)	Onshore natural gas transmission compression.
4622	688.16 - 688.16	[TITLE VI Subtitle A SEC. 60113.] SEC. 136.(d)(5)	Underground natural gas storage.
4623	688.17 - 688.17	[TITLE VI Subtitle A SEC. 60113.] SEC. 136.(d)(6)	Liquefied natural gas storage.
4624	688.18 - 688.19	[TITLE VI Subtitle A SEC. 60113.] SEC. 136.(d)(7)	Liquefied natural gas import and export equipment.
4625	688.20 - 688.21	[TITLE VI Subtitle A SEC. 60113.] SEC. 136.(d)(8)	Onshore petroleum and natural gas gathering and boosting.
4626	688.22 - 688.22	[TITLE VI Subtitle A SEC. 60113.] SEC. 136.(d)(9)	Onshore natural gas transmission pipeline.
4627	688.23 - 688.25	[TITLE VI Subtitle A SEC. 60113.] SEC. 136.(e)	CHARGE AMOUNT. The amount of a charge under subsection (c) for an applicable facility shall be equal to the product obtained by multiplying
4628	689.1 - 689.6	[TITLE VI Subtitle A SEC. 60113.] SEC. 136.(e)(1)	the number of metric tons of methane emissions reported pursuant to subpart W of part 98 of title 40, Code of Federal Regulations, for the applicable facility that exceed the applicable annual waste emissions threshold listed in subsection (f) during the previous reporting period; and
4629	689.7 - 689.8	[TITLE VI Subtitle A SEC. 60113.] SEC. 136.(e)(2)(A)	$900 for emissions reported for calendar year 2024;
4630	689.9 - 689.10	[TITLE VI Subtitle A SEC. 60113.] SEC. 136.(e)(2)(B)	$1,200 for emissions reported for calendar year 2025; or
4631	689.11 - 689.12	[TITLE VI Subtitle A SEC. 60113.] SEC. 136.(e)(2)(C)	$1,500 for emissions reported for calendar year 2026 and each year thereafter.
4632	689.13 - 689.13	[TITLE VI Subtitle A SEC. 60113.] SEC. 136.(f)	WASTE EMISSIONS THRESHOLD.
4633	689.14 - 689.20	[TITLE VI Subtitle A SEC. 60113.] SEC. 136.(f)(1)	PETROLEUM AND NATURAL GAS PRODUCTION. With respect to imposing and collecting the charge under subsection (c) for an applicable facility in an industry segment listed in paragraph (1) or (2) of subsection (d), the Administrator shall impose and collect the charge on the reported metric tons of methane emissions from such facility that exceed
4634	689.21 - 689.22	[TITLE VI Subtitle A SEC. 60113.] SEC. 136.(f)(1)(A)	0.20 percent of the natural gas sent to sale from such facility; or
4635	689.23 - 689.25	[TITLE VI Subtitle A SEC. 60113.] SEC. 136.(f)(1)(B)	10 metric tons of methane per million barrels of oil sent to sale from such facility, if such facility sent no natural gas to sale.
4636	690.1 - 690.9	[TITLE VI Subtitle A SEC. 60113.] SEC. 136.(f)(2)	NONPRODUCTION PETROLEUM AND NATURAL GAS SYSTEMS. With respect to imposing and collecting the charge under subsection (c) for an applicable facility in an industry segment listed in paragraph (3), (6), (7), or (8) of subsection (d), the Administrator shall impose and collect the charge on the reported metric tons of methane emissions that exceed 0.05 percent of the natural gas sent to sale from or through such facility.
4637	690.10 - 690.17	[TITLE VI Subtitle A SEC. 60113.] SEC. 136.(f)(3)	"NATURAL GAS TRANSMISSION. With respect to imposing and collecting the charge under subsection (c) for an applicable facility in an industry segment listed in paragraph (4), (5), or (9) of subsection (d), the Administrator shall impose and collect the charge on the reported metric tons of methane emissions that exceed 0.11 percent of the natural gas sent to sale from or through such facility."
4638	690.18 - 690.25	[TITLE VI Subtitle A SEC. 60113.] SEC. 136.(f)(4)	COMMON OWNERSHIP OR CONTROL. In calculating the total emissions charge obligation for facilities under common ownership or control, the Administrator shall allow for the netting of emissions by reducing the total obligation to account for facility emissions levels that are below the applicable thresholds within and across all applicable segments identified in subsection (d).
4639	691.1 - 691.9	[TITLE VI Subtitle A SEC. 60113.] SEC. 136.(f)(5)	EXEMPTION. Charges shall not be imposed pursuant to paragraph (1) on emissions that exceed the waste emissions threshold specified in such paragraph if such emissions are caused by unreasonable delay, as determined by the Administrator, in environmental permitting of gathering or transmission infrastructure necessary for offtake of increased volume as a result of methane emissions mitigation implementation.
4640	691.10 - 691.11	[TITLE VI Subtitle A SEC. 60113.] SEC. 136.(f)(6)	EXEMPTION FOR REGULATORY COMPLIANCE.
4641	691.12 - 691.18	[TITLE VI Subtitle A SEC. 60113.] SEC. 136.(f)(6)(A)	IN GENERAL. Charges shall not be imposed pursuant to subsection (c) on an applicable facility that is subject to and in compliance with methane emissions requirements pursuant to subsections (b) and (d) of section 111 upon a determination by the Administrator that
4642	691.19 - 691.23	[TITLE VI Subtitle A SEC. 60113.] SEC. 136.(f)(6)(A)(i)	methane emissions standards and plans pursuant to subsections (b) and (d) of section 111 have been approved and are in effect in all States with respect to the applicable facilities; and
4643	691.24 - 692.9	[TITLE VI Subtitle A SEC. 60113.] SEC. 136.(f)(6)(A)(ii)	compliance with the requirements described in clause (i) will result in equivalent or greater emissions reductions as would be achieved by the proposed rule of the Administrator entitled ‘Standards of Performance for New, Reconstructed, and Modified Sources and Emissions Guidelines for Existing Sources: Oil and Natural Gas Sector Climate Review’ (86 Fed. Reg. 63110 (November 15, 2021)), if such rule had been finalized and implemented.
4644	692.10 - 692.18	[TITLE VI Subtitle A SEC. 60113.] SEC. 136.(f)(6)(B)	RESUMPTION OF CHARGE. If the conditions in clause (i) or (ii) of subparagraph (A) cease to apply after the Administrator has made the determination in that subparagraph, the applicable facility will again be subject to the charge under subsection (c) beginning in the first calendar year in which the conditions in either clause (i) or (ii) of that subparagraph are no longer met.
4645	692.19 - 692.24	[TITLE VI Subtitle A SEC. 60113.] SEC. 136.(f)(7)	PLUGGED WELLS. Charges shall not be imposed with respect to the emissions rate from any well that has been permanently shut-in and plugged in the previous year in accordance with all applicable closure requirements, as determined by the Administrator.
4646	693.1 - 693.4	[TITLE VI Subtitle A SEC. 60113.] SEC. 136.(g)	PERIOD. The charge under subsection (c) shall be imposed and collected beginning with respect to emissions reported for calendar year 2024 and for each year thereafter.
4647	693.5 - 693.17	[TITLE VI Subtitle A SEC. 60113.] SEC. 136.(h)	REPORTING. Not later than 2 years after the date of enactment of this section, the Administrator shall revise the requirements of subpart W of part 98 of title 40, Code of Federal Regulations, to ensure the reporting under such subpart, and calculation of charges under subsections (e)  and (f) of this section, are based on empirical data, including data collected pursuant to subsection (a)(4), accurately reflect the total methane emissions and waste emissions from the applicable facilities, and allow owners and operators of applicable facilities to submit empirical emissions data, in a manner to be prescribed by the Administrator, to demonstrate the extent to which a charge under subsection (c) is owed.
4649	693.18 - 693.21	[TITLE VI Subtitle A SEC. 60113.] SEC. 136.(i)	DEFINITION OF GREENHOUSE GAS. In this section, the term ‘greenhouse gas’ means the air pollutants carbon dioxide, hydrofluorocarbons, methane, nitrous oxide, perfluorocarbons, and sulfur hexafluoride.’’.
4650	693.22 - 693.25	TITLE VI Subtitle A SEC. 60114.	CLIMATE POLLUTION REDUCTION GRANTS. The Clean Air Act is amended by inserting after section 136 of such Act, as added by section 60113 of this Act, the following:
4651	694.1 - 694.2	[TITLE VI Subtitle A SEC. 60114.] SEC. 137.	GREENHOUSE GAS AIR POLLUTION PLANS AND IMPLEMENTATION GRANTS.
4652	694.3 - 694.3	[TITLE VI Subtitle A SEC. 60114.] SEC. 137.(a)	APPROPRIATIONS.
4653	694.4 - 694.10	[TITLE VI Subtitle A SEC. 60114.] SEC. 137.(a)(1)	GREENHOUSE GAS AIR POLLUTION PLANNING GRANTS. In addition to amounts otherwise available, there is appropriated to the Administrator for fiscal year 2022, out of any amounts in the Treasury not otherwise appropriated, $250,000,000, to remain available until September 30, 2031, to carry out subsection (b).
4654	694.11 - 694.17	[TITLE VI Subtitle A SEC. 60114.] SEC. 137.(a)(2)	GREENHOUSE GAS AIR POLLUTION IMPLEMENTATION GRANTS. In addition to amounts otherwise available, there is appropriated to the Administrator for fiscal year 2022, out of any amounts in the Treasury not otherwise appropriated, $4,750,000,000, to remain available until September 30, 2026, to carry out subsection (c).
4655	694.18 - 694.25	[TITLE VI Subtitle A SEC. 60114.] SEC. 137.(a)(3)	ADMINISTRATIVE COSTS. Of the funds made available under paragraph (2), the Administrator shall reserve 3 percent for administrative costs necessary to carry out this section, to provide technical assistance to eligible entities, to develop a plan that could be used as a model by grantees in developing a plan under subsection (b), and to model the effects of plans described in this section.
4656	695.1 - 695.11	[TITLE VI Subtitle A SEC. 60114.] SEC. 137.(b)	GREENHOUSE GAS AIR POLLUTION PLANNING GRANTS. The Administrator shall make a grant to at least one eligible entity in each State for the costs of developing a plan for the reduction of greenhouse gas air pollution to be submitted with an application for a grant under subsection (c). Each such plan shall include programs, policies, measures, and projects that will achieve or facilitate the reduction of greenhouse gas air pollution. Not later than 270 days after the date of enactment of this section, the Administrator shall publish a funding opportunity announcement for grants under this subsection.
4657	695.12 - 695.13	[TITLE VI Subtitle A SEC. 60114.] SEC. 137.(c)	GREENHOUSE GAS AIR POLLUTION REDUCTION IMPLEMENTATION GRANTS.
4658	695.14 - 695.16	[TITLE VI Subtitle A SEC. 60114.] SEC. 137.(c)(1)	IN GENERAL. The Administrator shall competitively award grants to eligible entities to implement plans developed under subsection (b).
4659	695.17 - 695.25	[TITLE VI Subtitle A SEC. 60114.] SEC. 137.(c)(2)	APPLICATION. To apply for a grant under this subsection, an eligible entity shall submit to the Administrator an application at such time, in such manner, and containing such information as the Administrator shall require, which such application shall include information regarding the degree to which greenhouse gas air pollution is projected to be reduced in total and with respect to low-income and disadvantaged communities.
4660	696.1 - 696.8	[TITLE VI Subtitle A SEC. 60114.] SEC. 137.(c)(3)	TERMS AND CONDITIONS. The Administrator shall make funds available to a grantee under this subsection in such amounts, upon such a schedule, and subject to such conditions based on its performance in implementing its plan submitted under this section and in achieving projected greenhouse gas air pollution reduction, as determined by the Administrator.
4661	696.9 - 696.9	[TITLE VI Subtitle A SEC. 60114.] SEC. 137.(d)	DEFINITIONS. In this section:
4662	696.10 - 696.11	[TITLE VI Subtitle A SEC. 60114.] SEC. 137.(d)(1)	ELIGIBLE ENTITY. The term ‘eligible entity’ means
4663	696.12 - 696.12	[TITLE VI Subtitle A SEC. 60114.] SEC. 137.(d)(1)(A)	a State;
4664	696.13 - 696.13	[TITLE VI Subtitle A SEC. 60114.] SEC. 137.(d)(1)(B)	an air pollution control agency;
4665	696.14 - 696.14	[TITLE VI Subtitle A SEC. 60114.] SEC. 137.(d)(1)(C)	a municipality;
4666	696.15 - 696.15	[TITLE VI Subtitle A SEC. 60114.] SEC. 137.(d)(1)(D)	an Indian tribe; and
4667	696.16 - 696.17	[TITLE VI Subtitle A SEC. 60114.] SEC. 137.(d)(1)(E)	a group of one or more entities listed in subparagraphs (A) through (D).
4668	696.18 - 696.21	[TITLE VI Subtitle A SEC. 60114.] SEC. 137.(d)(2)	GREENHOUSE GAS. The term ‘greenhouse gas’ means the air pollutants carbon dioxide, hydrofluorocarbons, methane, nitrous oxide, perfluorocarbons, and sulfur hexafluoride.’’.
