Item	Page_Lines	Para	Text
14925	1843.18 - 1843.19	TITLE XII SEC. 41201.(c)(5)(B)	providing the evaluations under subparagraph (A) to the Secretary; and
14926	1843.20 - 1843.22	TITLE XII SEC. 41201.(c)(6)	assess the lessons learned in overseeing covered projects and implement improvements in the process of evaluating and overseeing covered projects.
14927	1843.23 - 1843.25	TITLE XII SEC. 41201.(d)	EMPLOYEES.—To carry out the program, the Secretary may hire appropriate personnel to perform the duties of the program.
14928	1844.1 - 1844.2	TITLE XII SEC. 41201.(e)	COORDINATION.—In carrying out the program, the head of the program shall coordinate with—
14929	1844.3 - 1844.5	TITLE XII SEC. 41201.(e)(1)	project management and acquisition management entities with the Department, including the Office of Project Management; and
14930	1844.6 - 1844.8	TITLE XII SEC. 41201.(e)(2)	professional organizations in project management, construction, cost estimation, and other relevant fields.
14931	1844.9 - 1844.9	TITLE XII SEC. 41201.(f)	REPORTS.—
14932	1844.10 - 1844.16	TITLE XII SEC. 41201.(f)(1)	REPORT BY SECRETARY.—The Secretary shall include in each updated technology transfer execution plan submitted under subsection (h)(2) of section 1001 of the Energy Policy Act of 2005 (42 U.S.C. 16391) information on the implementation of and progress made under the program, including, for the year covered by the report—
14933	1844.17 - 1844.18	TITLE XII SEC. 41201.(f)(1)(A)	the covered projects under the purview of the program; and
14934	1844.19 - 1844.20	TITLE XII SEC. 41201.(f)(1)(B)	the review of each covered project carried out under subsection (c)(5).
14935	1844.21 - 1845.3	TITLE XII SEC. 41201.(f)(2)	REPORT BY COMPTROLLER GENERAL.—Not later than 3 years after the date of enactment of this Act, the Comptroller General of the United States shall submit to the Committee on Energy and Natural Resources of the Senate and the Committee on Science, Space, and Technology of the House of Representatives a report evaluating the operation of the program, including—
14936	1845.4 - 1845.7	TITLE XII SEC. 41201.(f)(2)(A)	a description of the processes and procedures used by the program to evaluate proposals of covered projects and the oversight of covered projects; and
14937	1845.8 - 1845.9	TITLE XII SEC. 41201.(f)(2)(B)	any recommended changes in the program, including changes to—
14938	1845.10 - 1845.11	TITLE XII SEC. 41201.(f)(2)(B)(i)	the processes and procedures described in subparagraph (A); and
14939	1845.12 - 1845.14	TITLE XII SEC. 41201.(f)(2)(B)(ii)	the structure of the program, for the purpose of better carrying out the program.
14940	1845.15 - 1845.20	TITLE XII SEC. 41201.(g)	TECHNICAL AMENDMENT.—Section 1001 of the Energy Policy Act of 2005 (42 U.S.C. 16391) is amended by redesignating the second subsections (f) (relating to planning and reporting) and (g) (relating to additional technology transfer programs) as subsections (h) and (i), respectively.
14941	1845.21 - 1845.23	TITLE XII SEC. 41202.	EXTENSION OF SECURE RURAL SCHOOLS AND COMMUNITY SELF-DETERMINATION ACT OF 2000.
14942	1845.24 - 1846.3	TITLE XII SEC. 41202.(a)	DEFINITION OF FULL FUNDING AMOUNT.—Section 3(11) of the Secure Rural Schools and Community Self-Determination Act of 2000 (16 U.S.C. 7102(11)) is amended by striking subparagraphs (D) and (E) and inserting the following:
14943	1846.4 - 1846.6	[TITLE XII SEC. 41202.(a)] (D)	for fiscal year 2017, the amount that is equal to 95 percent of the full funding amount for fiscal year 2015;
14944	1846.7 - 1846.10	[TITLE XII SEC. 41202.(a)] (E)	for each of fiscal years 2018 through 2020, the amount that is equal to 95 percent of the full funding amount for the preceding fiscal year; and
14945	1846.11 - 1846.13	[TITLE XII SEC. 41202.(a)] (F)	for fiscal year 2021 and each fiscal year thereafter, the amount that is equal to the full funding amount for fiscal year 2017.’’.
14946	1846.14 - 1846.15	TITLE XII SEC. 41202.(b)	SECURE PAYMENTS FOR STATES AND COUNTIES CONTAINING FEDERAL LAND.—
14947	1846.16 - 1846.21	TITLE XII SEC. 41202.(b)(1)	SECURE PAYMENTS.—Section 101 of the Secure Rural Schools and Community Self-Determination Act of 2000 (16 U.S.C. 7111) is amended, in subsections (a) and (b), by striking ‘‘2015, 2017, 2018, 2019, and 2020’’ each place it appears and inserting ‘‘2015 and 2017 through 2023’’.
14948	1846.22 - 1847.2	TITLE XII SEC. 41202.(b)(2)	DISTRIBUTION OF PAYMENTS TO ELIGIBLE COUNTIES.—Section 103(d)(2) of the Secure Rural Schools and Community Self-Determination Act of 2000 (16 U.S.C. 7113(d)(2)) is amended by striking ‘‘2020’’ and inserting ‘‘2023’’.
14949	1847.3 - 1847.7	TITLE XII SEC. 41202.(c)	PILOT PROGRAM TO STREAMLINE NOMINATION OF MEMBERS OF RESOURCE ADVISORY COMMITTEES.—Section 205 of the Secure Rural Schools and Community SelfDetermination Act of 2000 (16 U.S.C. 7125) is amended by striking subsection (g) and inserting the following:
14950	1847.8 - 1847.9	[TITLE XII SEC. 41202.(c)] (g)	RESOURCE ADVISORY COMMITTEE APPOINTMENT PILOT PROGRAMS.—
14951	1847.10 - 1847.10	[TITLE XII SEC. 41202.(c)] (g)(1)	DEFINITIONS.—In this subsection:
14952	1847.11 - 1847.13	[TITLE XII SEC. 41202.(c)] (g)(1)(A)	APPLICABLE DESIGNEE.—The term ‘applicable designee’ means the applicable regional forester.
14953	1847.14 - 1847.16	[TITLE XII SEC. 41202.(c)] (g)(1)(B)	"NATIONAL PILOT PROGRAM.—The term ‘national pilot program’ means the national pilot program established under paragraph (4)(A)."
14955	1847.18 - 1847.20	[TITLE XII SEC. 41202.(c)] (g)(1)(C)	REGIONAL PILOT PROGRAM.—The term ‘regional pilot program’ means the regional pilot program established under paragraph (3)(A).
14956	1847.21 - 1847.24	[TITLE XII SEC. 41202.(c)] (g)(2)	ESTABLISHMENT OF PILOT PROGRAMS.—In accordance with paragraphs (3) and (4), the Secretary concerned shall carry out 2 pilot programs to appoint members of resource advisory committees.
14957	1847.25 - 1847.25	[TITLE XII SEC. 41202.(c)] (g)(3)	REGIONAL PILOT PROGRAM.—
14958	1848.1 - 1848.4	[TITLE XII SEC. 41202.(c)] (g)(3)(A)	IN GENERAL.—The Secretary concerned shall carry out a regional pilot program to allow an applicable designee to appoint members of resource advisory committees.
14959	1848.5 - 1848.7	[TITLE XII SEC. 41202.(c)] (g)(3)(B)	GEOGRAPHIC LIMITATION.—The regional pilot program shall only apply to resource advisory committees chartered in—
14960	1848.8 - 1848.8	[TITLE XII SEC. 41202.(c)] (g)(3)(B)(i)	the State of Montana; and
14961	1848.9 - 1848.9	[TITLE XII SEC. 41202.(c)] (g)(3)(B)(ii)	the State of Arizona.
14962	1848.10 - 1848.11	[TITLE XII SEC. 41202.(c)] (g)(3)(C)	RESPONSIBILITIES OF APPLICABLE DESIGNEE.—
14963	1848.12 - 1848.21	[TITLE XII SEC. 41202.(c)] (g)(3)(C)(i)	REVIEW.—Before appointing a member of a resource advisory committee under the regional pilot program, an applicable designee shall conduct the review and analysis that would otherwise be conducted for an appointment to a resource advisory committee if the regional pilot program was not in effect, including any review and analysis with respect to civil rights and budgetary requirements.
14964	1848.22 - 1849.4	[TITLE XII SEC. 41202.(c)] (g)(3)(C)(ii)	SAVINGS CLAUSE.—Nothing in this paragraph relieves an applicable designee from any requirement developed by the Secretary concerned for making an appointment to a resource advisory committee that is in effect on December 20, 2018, including any requirement for advertising a vacancy.
14965	1849.5 - 1849.5	[TITLE XII SEC. 41202.(c)] (g)(4)	"NATIONAL PILOT PROGRAM.—"
14966	1849.6 - 1849.12	[TITLE XII SEC. 41202.(c)] (g)(4)(A)	IN GENERAL.—The Secretary concerned shall carry out a national pilot program to allow the Chief of the Forest Service or the Director of the Bureau of Land Management, as applicable, to submit to the Secretary concerned nominations of individuals for appointment as members of resource advisory committees.
14967	1849.13 - 1849.18	[TITLE XII SEC. 41202.(c)] (g)(4)(B)	APPOINTMENT.—Under the national pilot program, subject to subparagraph (C), not later than 30 days after the date on which a nomination is transmitted to the Secretary concerned under subparagraph (A), the Secretary concerned shall—
14968	1849.19 - 1849.20	[TITLE XII SEC. 41202.(c)] (g)(4)(B)(i)	appoint the nominee to the applicable resource advisory committee; or
14969	1849.21 - 1849.21	[TITLE XII SEC. 41202.(c)] (g)(4)(B)(ii)	reject the nomination.
14970	1849.22 - 1850.2	[TITLE XII SEC. 41202.(c)] (g)(4)(C)	AUTOMATIC APPOINTMENT.—If the Secretary concerned does not act on a nomination in accordance with subparagraph (B) by the date described in that subparagraph, the nominee shall be deemed appointed to the applicable resource advisory committee.
14971	1850.3 - 1850.6	[TITLE XII SEC. 41202.(c)] (g)(4)(D)	GEOGRAPHIC LIMITATION.—The national pilot program shall apply to a resource advisory committee chartered in any State other than—
14972	1850.7 - 1850.7	[TITLE XII SEC. 41202.(c)] (g)(4)(D)(i)	the State of Montana; or
14973	1850.8 - 1850.8	[TITLE XII SEC. 41202.(c)] (g)(4)(D)(ii)	the State of Arizona.
14974	1850.9 - 1850.14	[TITLE XII SEC. 41202.(c)] (g)(4)(E)	SAVINGS CLAUSE.—Nothing in this paragraph relieves the Secretary concerned from any requirement relating to an appointment to a resource advisory committee, including any requirement with respect to civil rights or advertising a vacancy.
14975	1850.15 - 1850.17	[TITLE XII SEC. 41202.(c)] (g)(5)	TERMINATION OF EFFECTIVENESS.—The authority provided under this subsection terminates on October 1, 2023.
14976	1850.18 - 1850.21	[TITLE XII SEC. 41202.(c)] (g)(6)	REPORT TO CONGRESS.—Not later 180 days after the date described in paragraph (5), the Secretary concerned shall submit to Congress a report that includes—
14977	1850.22 - 1850.25	[TITLE XII SEC. 41202.(c)] (g)(6)(A)	with respect to appointments made under the regional pilot program compared to appointments made under the national pilot program, a description of the extent to which—
14978	1851.1 - 1851.2	[TITLE XII SEC. 41202.(c)] (g)(6)(A)(i)	appointments were faster or slower; and
14979	1851.3 - 1851.4	[TITLE XII SEC. 41202.(c)] (g)(6)(A)(ii)	the requirements described in paragraph (3)(C)(i) differ; and
14980	1851.5 - 1851.7	[TITLE XII SEC. 41202.(c)] (g)(6)(B)	a recommendation with respect to whether Congress should terminate, continue, modify, or expand the pilot programs.’’.
14981	1851.8 - 1851.9	TITLE XII SEC. 41202.(d)	EXTENSION OF AUTHORITY TO CONDUCT SPECIAL PROJECTS ON FEDERAL LAND.—
14982	1851.10 - 1851.15	TITLE XII SEC. 41202.(d)(1)	EXISTING ADVISORY COMMITTEES.—Section 205(a)(4) of the Secure Rural Schools and Community Self-Determination Act of 2000 (16 U.S.C. 7125(a)(4)) is amended by striking ‘‘December 20, 2021’’ each place it appears and inserting ‘‘December 20, 2023’’.
14983	1851.16 - 1851.18	TITLE XII SEC. 41202.(d)(2)	EXTENSION OF AUTHORITY.—Section 208 of the Secure Rural Schools and Community Self-Determination Act of 2000 (16 U.S.C. 7128) is amended—
14984	1851.19 - 1851.20	TITLE XII SEC. 41202.(d)(2)(A)	in subsection (a), by striking ‘‘2022’’ and inserting ‘‘2025’’; and
14985	1851.21 - 1851.22	TITLE XII SEC. 41202.(d)(2)(B)	in subsection (b), by striking ‘‘2023’’ and inserting ‘‘2026’’.
14986	1851.23 - 1852.2	TITLE XII SEC. 41202.(e)	ACCESS TO BROADBAND AND OTHER TECHNOLOGY.—Section 302(a) of the Secure Rural Schools and Community Self-Determination Act of 2000 (16 U.S.C. 7142(a)) is amended—
14987	1852.3 - 1852.4	TITLE XII SEC. 41202.(e)(1)	in paragraph (3), by striking ‘‘and’’ at the end;
14988	1852.5 - 1852.6	TITLE XII SEC. 41202.(e)(2)	in paragraph (4), by striking the period at the end and inserting ‘‘; and’’; and
14989	1852.7 - 1852.7	TITLE XII SEC. 41202.(e)(3)	by adding at the end the following:
14990	1852.8 - 1852.8	[TITLE XII SEC. 41202.(e)(3)] (5)	to provide or expand access to—
14991	1852.9 - 1852.10	[TITLE XII SEC. 41202.(e)(3)] (5)(A)	broadband telecommunications services at local schools; or
14992	1852.11 - 1852.13	[TITLE XII SEC. 41202.(e)(3)] (5)(B)	the technology and connectivity necessary for students to use a digital learning tool at or outside of a local school campus.’’.
14993	1852.14 - 1852.17	TITLE XII SEC. 41202.(f)	EXTENSION OF AUTHORITY TO EXPEND COUNTY FUNDS.—Section 304 of the Secure Rural Schools and Community Self-Determination Act of 2000 (16 U.S.C. 7144) is amended—
14994	1852.18 - 1852.19	TITLE XII SEC. 41202.(f)(1)	in subsection (a), by striking ‘‘2022’’ and inserting ‘‘2025’’; and
14995	1852.20 - 1852.21	TITLE XII SEC. 41202.(f)(2)	in subsection (b), by striking ‘‘2023’’ and inserting ‘‘2026’’.
14996	1852.22 - 1852.25	TITLE XII SEC. 41202.(g)	AMOUNTS OBLIGATED BUT UNSPENT; PROHIBITION ON USE OF FUNDS.—Title III of the Secure Rural Schools and Community Self-Determination Act of 2000 (16 U.S.C. 7141 et seq.) is amended—
14997	1853.1 - 1853.2	TITLE XII SEC. 41202.(g)(1)	by redesignating section 304 as section 305; and
14998	1853.3 - 1853.3	TITLE XII SEC. 41202.(g)(2)	by inserting after section 303 the following:
14999	1853.4 - 1853.5	[TITLE XII SEC. 41202.(g)(2)] SEC. 304.	AMOUNTS OBLIGATED BUT UNSPENT; PROHIBITION ON USE OF FUNDS.
15000	1853.6 - 1853.9	[TITLE XII SEC. 41202.(g)(2)] SEC. 304.(a)	AMOUNTS OBLIGATED BUT UNSPENT.—Any county funds that were obligated by the applicable participating county before October 1, 2017, but are unspent on October 1, 2020—
15001	1853.10 - 1853.13	[TITLE XII SEC. 41202.(g)(2)] SEC. 304.(a)(1)	may, at the option of the participating county, be deemed to have been reserved by the participating county on October 1, 2020, for expenditure in accordance with this title; and
15002	1853.14 - 1853.15	[TITLE XII SEC. 41202.(g)(2)] SEC. 304.(a)(2)(A)	may be used by the participating county for any authorized use under section 302(a); and
15003	1853.16 - 1853.19	[TITLE XII SEC. 41202.(g)(2)] SEC. 304.(a)(2)(B)	on a determination by the participating county under subparagraph (A) to use the county funds, shall be available for projects initiated after October 1, 2020, subject to section 305.
15004	1853.20 - 1854.5	[TITLE XII SEC. 41202.(g)(2)] SEC. 304.(b)	PROHIBITION ON USE OF FUNDS.—Notwithstanding any other provision of law, effective beginning on the date of enactment of the Infrastructure Investment and Jobs Act, no county funds made available under this title may be used by any participating county for any lobbying activity, regardless of the purpose for which the funds are obligated on or before that date.’’. DIVISION E—DRINKING WATER AND WASTEWATER INFRASTRUCTURE
15005	1854.6 - 1854.8	TITLE XII SEC. 50001.	SHORT TITLE. This division may be cited as the ‘‘Drinking Water and Wastewater Infrastructure Act of 2021’’.
15006	1854.9 - 1854.11	TITLE XII SEC. 50002.	DEFINITION OF ADMINISTRATOR. In this division, the term ‘‘Administrator’’ means the Administrator of the Environmental Protection Agency.
15007	1854.12 - 1854.12	TITLE I	—DRINKING WATER
15008	1854.13 - 1854.15	TITLE I SEC. 50101.	TECHNICAL ASSISTANCE AND GRANTS FOR EMERGENCIES AFFECTING PUBLIC WATER SYSTEMS.
15009	1854.16 - 1854.17	TITLE I SEC. 1442	of the Safe Drinking Water Act (42 U.S.C. 300j–1) is amended— (1) in subsection (a), by adding at the end the following:
15011	1854.20 - 1854.20	[TITLE I SEC. 1442] (11)	COMPLIANCE EVALUATION.—
15012	1854.21 - 1854.23	[TITLE I SEC. 1442] (11)(A)	IN GENERAL.—Not later than 1 year after the date of enactment of this paragraph, the Administrator shall—
15013	1854.24 - 1855.6	[TITLE I SEC. 1442] (11)(A)(i)	evaluate, based on the compliance data found in the Safe Drinking Water Information System of the Administrator, the compliance of community water systems and wastewater systems with environmental, health, and safety requirements under this title, including water quality sampling, testing, and reporting requirements; and
15014	1855.7 - 1855.13	[TITLE I SEC. 1442] (11)(A)(ii)	submit to Congress a report describing trends seen as a result of the evaluation under clause (i), including trends that demonstrate how the characteristics of community water systems and wastewater systems correlate to trends in compliance or noncompliance with the requirements described in that clause.
15015	1855.14 - 1855.18	[TITLE I SEC. 1442] (11)(B)	REQUIREMENT.—To the extent practicable, in carrying out subparagraph (A), the Administrator shall determine whether, in aggregate, community water systems and wastewater systems maintain asset management plans.’’; (2) in subsection (b), in the first sentence—
15029	1857.4 - 1857.5	TITLE I SEC. 50102.	DRINKING WATER STATE REVOLVING LOAN FUNDS.
15030	1857.6 - 1857.9	TITLE I SEC. 50102.(a)	DRINKING WATER STATE REVOLVING FUNDS CAPITALIZATION GRANT REAUTHORIZATION.—Section 1452 of the Safe Drinking Water Act (42 U.S.C. 300j–12) is amended—
15031	1857.10 - 1857.12	TITLE I SEC. 50102.(a)(1)	in subsection (a)(4)(A), by striking ‘‘During fiscal years 2019 through 2023, funds’’ and inserting ‘‘Funds’’;
15032	1857.13 - 1857.13	TITLE I SEC. 50102.(a)(2)	in subsection (m)(1) —
15033	1857.14 - 1857.15	TITLE I SEC. 50102.(a)(2)(A)	in subparagraph (B), by striking ‘‘and’’;
15034	1857.16 - 1857.17	TITLE I SEC. 50102.(a)(2)(B)	in subparagraph (C), by striking the period at the end and inserting a semicolon; and
15035	1857.18 - 1857.18	TITLE I SEC. 50102.(a)(2)(C)	by adding at the end the following:
15036	1857.19 - 1857.19	[TITLE I SEC. 50102.(a)(2)(C)] (D)	$2,400,000,000 for fiscal year 2022;
15037	1857.20 - 1857.20	[TITLE I SEC. 50102.(a)(2)(C)] (E)	$2,750,000,000 for fiscal year 2023;
15038	1857.21 - 1857.22	[TITLE I SEC. 50102.(a)(2)(C)] (F)	$3,000,000,000 for fiscal year 2024; and
15039	1857.23 - 1857.24	[TITLE I SEC. 50102.(a)(2)(C)] (G)	$3,250,000,000 for each of fiscal years 2025 and 2026.’’; and
15040	1858.1 - 1858.2	TITLE I SEC. 50102.(a)(3)	in subsection (q), by striking ‘‘2016 through 2021’’ and inserting ‘‘2022 through 2026’’.
15041	1858.3 - 1858.5	TITLE I SEC. 50102.(b)	ASSISTANCE FOR DISADVANTAGED COMMUNITIES.—Section 1452(d) of the Safe Drinking Water Act (42 U.S.C. 300j–12(d)) is amended—
15042	1858.6 - 1858.6	TITLE I SEC. 50102.(b)(1)	in paragraph (1)—
15043	1858.7 - 1858.8	TITLE I SEC. 50102.(b)(1)(A)	by striking ‘‘Notwithstanding any’’ and inserting the following:
15044	1858.9 - 1858.9	[TITLE I SEC. 50102.(b)(1)(A)] (A)	IN GENERAL.—Notwithstanding any’’;
15045	1858.10 - 1858.14	TITLE I SEC. 50102.(b)(1)(B)	in subparagraph (A) (as so designated), by inserting ‘‘, grants, negative interest loans, other loan forgiveness, and through buying, refinancing, or restructuring debt’’ after ‘‘forgiveness of principal’’; and
15046	1858.15 - 1858.15	TITLE I SEC. 50102.(b)(1)(C)	by adding at the end the following:
15047	1858.16 - 1858.20	[TITLE I SEC. 50102.(b)(1)(C)] (B)	EXCLUSION.—A loan from a State loan fund with an interest rate equal to or greater than 0 percent shall not be considered additional subsidization for purposes of this subsection.’’; and
15048	1858.21 - 1858.21	TITLE I SEC. 50102.(b)(2)	in paragraph (2), by striking subparagraph (B) and inserting the following:
15050	1858.23 - 1859.2	[TITLE I SEC. 50102.(b)(2)] (B)	to the extent that there are sufficient applications for loans to communities described in paragraph (1), may not be less than 12 percent.’’.
15051	1859.3 - 1859.3	TITLE I SEC. 50103.	SOURCE WATER PETITION PROGRAM.
15052	1859.4 - 1859.5	TITLE I SEC. 1454	of the Safe Drinking Water Act (42 U.S.C. 300j–14) is amended— (1) in subsection (a)—
15057	1859.19 - 1860.2	[TITLE I SEC. 1454] (5)	SAVINGS PROVISION.—Unless otherwise provided within the agreement, an agreement between an unincorporated area and a county for the county to submit a petition under paragraph (1)(A) on behalf of the unincorporated area shall not authorize the county to act on behalf of the unincorporated area in any matter not within a program under this section.’’; and (2) in subsection (e), in the first sentence, by striking ‘‘2021’’ and inserting ‘‘2026’’.
15059	1860.5 - 1860.6	TITLE I SEC. 50104.	ASSISTANCE FOR SMALL AND DISADVANTAGED COMMUNITIES.
15060	1860.7 - 1860.8	TITLE I SEC. 50104.(a)	EXISTING PROGRAMS.—Section 1459A of the Safe Drinking Water Act (42 U.S.C. 300j–19a) is amended—
15061	1860.9 - 1860.9	TITLE I SEC. 50104.(a)(1)	in subsection (b)(2)—
15062	1860.10 - 1860.11	TITLE I SEC. 50104.(a)(1)(A)	in subparagraph (B), by striking ‘‘and’’ at the end;
15063	1860.12 - 1860.13	TITLE I SEC. 50104.(a)(1)(B)	in subparagraph (C), by striking the period at the end and inserting a semicolon; and
15064	1860.14 - 1860.14	TITLE I SEC. 50104.(a)(1)(C)	by adding at the end the following:
15065	1860.15 - 1860.19	[TITLE I SEC. 50104.(a)(1)(C)] (D)	the purchase of point-of-entry or point-of-use filters and filtration systems that are certified by a third party using science-based test methods for the removal of contaminants of concern;
15066	1860.20 - 1860.21	[TITLE I SEC. 50104.(a)(1)(C)] (E)	investments necessary for providing accurate and current information about—
15067	1860.22 - 1860.24	[TITLE I SEC. 50104.(a)(1)(C)] (E)(i)	the need for filtration and filter safety, including proper use and maintenance practices; and
15068	1861.1 - 1861.4	[TITLE I SEC. 50104.(a)(1)(C)] (E)(ii)	the options for replacing lead service lines (as defined in section 1459B(a)) and removing other sources of lead in water; and
15069	1861.5 - 1861.7	[TITLE I SEC. 50104.(a)(1)(C)] (F)	entering into contracts, including contracts with nonprofit organizations that have water system technical expertise, to assist—
15070	1861.8 - 1861.8	[TITLE I SEC. 50104.(a)(1)(C)] (F)(i)	an eligible entity; or
15071	1861.9 - 1861.10	[TITLE I SEC. 50104.(a)(1)(C)] (F)(ii)	the State of an eligible entity, on behalf of that eligible entity.’’;
15072	1861.11 - 1861.13	TITLE I SEC. 50104.(a)(2)	in subsection (c), in the matter preceding paragraph (1), by striking ‘‘An eligible entity’’ and inserting ‘‘Except for purposes of subsections (j) and (m), an eligible entity’’;
15074	1861.15 - 1861.17	TITLE I SEC. 50104.(a)(3)	in subsection (g)(1), by striking ‘‘to pay not less than 45 percent’’ and inserting ‘‘except as provided in subsection (l)(5) and subject to subsection (h), to pay not less than 10 percent’’;
15076	1861.19 - 1861.20	TITLE I SEC. 50104.(a)(4)	by striking subsection (k) and inserting the following:
15077	1861.21 - 1861.22	[TITLE I SEC. 50104.(a)(4)] (k)	AUTHORIZATION OF APPROPRIATIONS.—There are authorized to be appropriated to carry out subsections (a) through (j)—
15079	1861.24 - 1861.24	[TITLE I SEC. 50104.(a)(4)] (k)(1)	$70,000,000 for fiscal year 2022;
15080	1861.25 - 1861.25	[TITLE I SEC. 50104.(a)(4)] (k)(2)	$80,000,000 for fiscal year 2023;
15081	1862.1 - 1862.1	[TITLE I SEC. 50104.(a)(4)] (k)(3)	$100,000,000 for fiscal year 2024;
15082	1862.2 - 1862.2	[TITLE I SEC. 50104.(a)(4)] (k)(4)	$120,000,000 for fiscal year 2025; and
15083	1862.3 - 1862.3	[TITLE I SEC. 50104.(a)(4)] (k)(5)	$140,000,000 for fiscal year 2026.’’; and
15084	1862.4 - 1862.4	TITLE I SEC. 50104.(a)(5)	in subsection (l)—
15085	1862.5 - 1862.5	TITLE I SEC. 50104.(a)(5)(A)	in paragraph (2)—
15086	1862.6 - 1862.8	TITLE I SEC. 50104.(a)(5)(A)(i)	by striking ‘‘The Administrator may’’ and inserting ‘‘The Administrator shall’’; and
15087	1862.9 - 1862.11	TITLE I SEC. 50104.(a)(5)(A)(ii)	by striking ‘‘fiscal years 2019 and 2020’’ and inserting ‘‘fiscal years 2022 through 2026’’;
15088	1862.12 - 1862.15	TITLE I SEC. 50104.(a)(5)(B)	in paragraph (5), by striking ‘‘$4,000,000 for each of fiscal years 2019 and 2020’’ and inserting ‘‘$25,000,000 for each of fiscal years 2022 through 2026’’;
15089	1862.16 - 1862.17	TITLE I SEC. 50104.(a)(5)(C)	by redesignating paragraph (5) as paragraph (6); and
15090	1862.18 - 1862.19	TITLE I SEC. 50104.(a)(5)(D)	by inserting after paragraph (4) the following:
15091	1862.20 - 1862.21	[TITLE I SEC. 50104.(a)(5)(D)] (5)	FEDERAL SHARE FOR SMALL, RURAL, AND DISADVANTAGED COMMUNITIES.—
15092	1862.22 - 1863.2	[TITLE I SEC. 50104.(a)(5)(D)] (5)(A)	IN GENERAL.—Subject to subparagraph (B), with respect to a program or project that serves an eligible entity and is carried out using a grant under this subsection, the Federal share of the cost of the program or project shall be 90 percent.
15093	1863.3 - 1863.8	[TITLE I SEC. 50104.(a)(5)(D)] (5)(B)	WAIVER.—The Administrator may increase the Federal share under subparagraph (A) to 100 percent if the Administrator determines that an eligible entity is unable to pay, or would experience significant financial hardship if required to pay, the non-Federal share.’’.
15094	1863.9 - 1863.11	TITLE I SEC. 50104.(b)	CONNECTION TO PUBLIC WATER SYSTEMS.—Section 1459A of the Safe Drinking Water Act (42 U.S.C. 300j–19a) is amended by adding at the end the following:
15095	1863.12 - 1863.12	[TITLE I SEC. 50104.(b)] (m)	CONNECTION TO PUBLIC WATER SYSTEMS.—
15096	1863.13 - 1863.13	[TITLE I SEC. 50104.(b)] (m)(1)	DEFINITIONS.—In this subsection:
15097	1863.14 - 1863.15	[TITLE I SEC. 50104.(b)] (m)(1)(A)	ELIGIBLE ENTITY.—The term ‘eligible entity’ means—
15098	1863.16 - 1863.20	[TITLE I SEC. 50104.(b)] (m)(1)(A)(i)	an owner or operator of a public water system that assists or is seeking to assist eligible individuals with connecting the household of the eligible individual to the public water system; or
15099	1863.21 - 1863.25	[TITLE I SEC. 50104.(b)] (m)(1)(A)(ii)	a nonprofit entity that assists or is seeking to assist eligible individuals with the costs associated with connecting the household of the eligible individual to a public water system.
15100	1864.1 - 1864.4	[TITLE I SEC. 50104.(b)] (m)(1)(B)	ELIGIBLE INDIVIDUAL.—The term ‘eligible individual’ has the meaning given the term in section 603(j) of the Federal Water Pollution Control Act (33 U.S.C. 1383(j)).
15101	1864.5 - 1864.7	[TITLE I SEC. 50104.(b)] (m)(1)(C)	PROGRAM.—The term ‘program’ means the competitive grant program established under paragraph (2).
15102	1864.8 - 1864.16	[TITLE I SEC. 50104.(b)] (m)(2)	ESTABLISHMENT.—Subject to the availability of appropriations, the Administrator shall establish a competitive grant program for the purpose of improving the general welfare under which the Administrator awards grants to eligible entities to provide funds to assist eligible individuals in covering the costs incurred by the eligible individual in connecting the household of the eligible individual to a public water system.
15103	1864.17 - 1864.21	[TITLE I SEC. 50104.(b)] (m)(3)	APPLICATION.—An eligible entity seeking a grant under the program shall submit to the Administrator an application at such time, in such manner, and containing such information as the Administrator may require.
15104	1864.22 - 1864.25	[TITLE I SEC. 50104.(b)] (m)(4)	VOLUNTARY CONNECTION.—Before providing funds to an eligible individual for the costs described in paragraph (2), an eligible entity shall ensure and certify to the Administrator that—
15105	1865.1 - 1865.2	[TITLE I SEC. 50104.(b)] (m)(4)(A)	the eligible individual is voluntarily seeking connection to the public water system;
15106	1865.3 - 1865.8	[TITLE I SEC. 50104.(b)] (m)(4)(B)	if the eligible entity is not the owner or operator of the public water system to which the eligible individual seeks to connect, the public water system to which the eligible individual seeks to connect has agreed to the connection; and
15107	1865.9 - 1865.12	[TITLE I SEC. 50104.(b)] (m)(4)(C)	the connection of the household of the eligible individual to the public water system meets all applicable local and State regulations, requirements, and codes.
15108	1865.13 - 1865.18	[TITLE I SEC. 50104.(b)] (m)(5)	REPORT.—Not later than 3 years after the date of enactment of this subsection, the Administrator shall submit to Congress a report that describes the implementation of the program, which shall include a description of the use and deployment of amounts made available under the program.
15109	1865.19 - 1865.22	[TITLE I SEC. 50104.(b)] (m)(6)	AUTHORIZATION OF APPROPRIATIONS.— There is authorized to be appropriated to carry out the program $20,000,000 for each of fiscal years 2022 through 2026.’’.
15110	1865.23 - 1866.2	TITLE I SEC. 50104.(c)	COMPETITIVE GRANT PILOT PROGRAM.—Section 1459A of the Safe Drinking Water Act (42 U.S.C. 300j– 19a) (as amended by subsection (b)) is amended by adding at the end the following:
15111	1866.3 - 1866.4	[TITLE I SEC. 50104.(c)] (n)	STATE COMPETITIVE GRANTS FOR UNDERSERVED COMMUNITIES.—
